headline,url,content,source,label
US and Iran agree to provisional ceasefire,https://www.theguardian.com/us-news/2026/apr/07/trump-iran-war-ceasefire,,HackerNews,REAL
"4
Earthset and a solar eclipse: Nasa releases first images from Moon fly-by",https://www.bbc.com/news/articles/cyv183v02j3o,"Nasa has released the first photographs taken by the Artemis II astronauts during their fly-by of the Moon. The first image, above, shows an 'Earthset' as the astronauts glimpsed our home planet peeking out beyond a cratered lunar landscape. The second photograph, below, shows the spectacular solar eclipse to which the astronauts were treated as the Moon blocked out the Sun. Nasa did not say which of the astronauts, who are on their return journey to Earth after the fly-by, took the photographs. The Earthset photo carried echoes of the famous Earthrise photograph taken by Bill Anders aboard Apollo 8 in 1968 in the moon fly-by that preceded the historic first human landing the following year. The view of a vulnerable blue planet against the background of the depths of space is still seen as one of the most iconic environmental photographs ever taken. The astronauts took the photos during a six-hour flyby, including a period of radio silence when their capsule was behind the Moon. Nasa said in its description that the Earthrise photograph was captured through the Orion spacecraft window at 18:41Eastern Daylight Time (2341BST) on Monday. ""The dark portion of Earth is experiencing nighttime. On Earth's day side, swirling clouds are visible over the Australia and Oceania region,"" Nasa said. ""In the foreground, Ohm crater has terraced edges and a flat floor interrupted by central peaks. Central peaks form in complex craters when the lunar surface, liquefied on impact, splashes upwards during the crater's formation.' For the astronauts, seeing a lunar eclipse as the Moon blocked out the Sun was a highlight, even on this extraordinary trip. In the photo above, the Sun's corona can be seen around the Moon's edge. Solar eclipses are fleetingly brief when seen from Earth, but because of Orion's proximity to the Moon, the astronauts enjoyed nearly 54 minutes of totality, Nasa said. The bright spot to the left of the frame is Venus. Victor Glover described the eclipse as ""sci-fi"" and ""unreal"", also describing the view of the corona of the Sun. ""This continues to be unreal,"" he said. ""The Sun has gone behind the Moon and the corona is still visible, and it's bright and creates a halo almost around the entire moon. ""The Earth is so bright out there and the Moon is just hanging in front of us."" While satellite photographs have been taken of the Moon's far side in the nearly five decades since the last human landing in 1972, Nasa said that the astronauts seeing it with their own eyes during the flyby was invaluable. The crew recorded audio descriptions of what they were seeing, and Nasa's scientists will be poring over these notes for new information. The following photograph shows Earthrise as our planet came back into the astronauts' view after their time behind the Moon.",BBC,REAL
Build Your Perfect Partner And We'll Guess Your Love Language,https://www.buzzfeed.com/kanksharaina/love-language-quiz,,BuzzFeed,FAKE
Lindsay Lohan's 'Pink Slip' Just Performed At Disneyland And My Inner Teen Is Absolutely Screaming,https://www.buzzfeed.com/kanksharaina/pink-slip-from-freaky-friday-just-performed-at-disneyland,,BuzzFeed,FAKE
"Nine policemen sentenced to death in India over Covid custody killings
The father and son died in jail after being arrested on suspicion of breaching Covid lockdown rules in 2020.
1 day ago
Asia",https://www.bbc.com/news/articles/ce8l0md9gl1o,"Nine police officers have been sentenced to death in India over the deaths in custody of a father and son in 2020. P Jeyaraj, 58, and his son Benicks, 38, both died in jail in the southern state of Tamil Nadu - days after they were detained for allegedly keeping their mobile phone shop open in breach of lockdown rules during the Covid-19 pandemic. The two men were stripped and ruthlessly assaulted in front of each other, the sentencing judge said on Monday - describing the case as a clear abuse of authority. ""They did this with the intention of killing,"" he said. The officers, who were found guilty of murder last month, will be able to appeal against their sentences. ""They attacked unarmed people. They should not be forgiven. They should not be given lesser sentences based on their age or family background. They are all educated,"" the judge also said of the officers at sentencing. Ten police officers in total were arrested over the brutal deaths of the father and son but one of the accused died of Covid in 2020. The case triggered protests in Tamil Nadu, with state opposition lawmakers among those who took to the streets. Opposition leader Rahul Gandhi and Indian cricket star Shikhar Dhawan were among those who demanded justice for the two men on social media. The deaths also brought the issue of police brutality in India back into the limelight. Rights groups say hundreds of people die while in custody in India every year. They point out that torture and abuse to extract confessions from suspects have become part of policing. Earlier this year, several UN experts called on India to undertake major reforms to modernise policing in line with international human rights standards.",BBC,REAL
This McDonald's In Budapest Transforms Into A Full-On Nightclub And I'm Spiraling,https://www.buzzfeed.com/arsheenkaur44/i-just-found-out-this-mcdonalds-in-budapest-turns-into-a,,BuzzFeed,FAKE
"I Tested Zudio Makeup Products So You Don't Have To, And Honestly Some Are Surprisingly Worth Every Penny",https://www.buzzfeed.com/sanika_dewade/i-tested-zudio-makeup-products-under-200,,BuzzFeed,FAKE
9 Times Justin Bieber Reminded Us That Being A Husband Isn’t Exactly His Strong Suit,https://www.buzzfeed.com/arsheenkaur44/9-times-justin-bieber-reminded-us-that-being-a-husband-isnt,,BuzzFeed,FAKE
Tributes after British teenager dies while visiting Vietnam,https://www.bbc.com/news/articles/c5y9lg10595o,"A young British woman has died while visiting Vietnam, reportedly in a road accident. Local media report that Orla Wates, 19, was travelling the Ha Giang Loop in northern Vietnam when she fell from the back of a motorcycle. According to Viet Nam News, she was transported to Hanoi's Viet Duc Friendship Hospital, where she died on 2 April, with her parents at her bedside. Orla's mother told the outlet that the family had chosen to donate her organs to the hospital to help others. A spokesperson for the Foreign, Commonwealth and Development Office said: ""Our thoughts are with the family and friends of Orla Wates, following her tragic death in Vietnam."" The FCDO confirmed that it was in touch with local authorities and offering support to Orla's family at ""this hugely difficult time"". Orla had been travelling around South East Asia before starting a degree at Durham University, Viet Nam News said. Her mother, Henrietta Wates, told the news site: ""Orla was beautiful, independent and very funny, with a sharp wit. ""She loved to look good and lived life to the full."" Thanking the hospital for caring for Orla, she said: ""We chose to donate Orla's organs, as we believe that if there were a way to give opportunity to others, this is what Orla would have wanted. ""Knowing that she is living on through them brings us great comfort."" Viet Nam News reported that organ donations had been made to ""five critically ill Vietnamese patients"" at the hospital. A hospital representative said: ""In the face of profound grief, her family made a deeply compassionate decision that transcended nationality and race - to donate her organs, giving others a chance at life... ""One journey has come to an end, but her life continues quietly and resiliently in others who have been given a second chance."" Orla's father, Andrew Wates, told the hospital his daughter had loved Vietnam and so to give back to the South East Asian nation was ""very important"" to his family. The Ha Giang Loop is the name given to a road trip approximately 350km (217 miles) long, through the mountains of north Vietnam. Many tour operators suggest riding on the back of a motorcycle with a local guide at the helm, particularly for inexperienced riders. Vietnam is notorious for dangerous roads, with more than 10,000 people killed and 16,000 injured in traffic accidents in 2024.",BBC,REAL
"Rupee Surges 50 Paise Against US Dollar In Early Trade After US, Iran Truce",https://www.ndtv.com/business-news/rupee-surges-50-paise-against-us-dollar-in-early-trade-after-us-iran-truce-11326524,,NDTV,REAL
Assemble Your Perfect Indian 'Brooklyn Nine-Nine' Squad And We'll Guess The Episode You Can't Stop Quoting,https://www.buzzfeed.com/tanishtha_kotian/create-indian-b99-squad-and-ill-guess-your-fave-episode,,BuzzFeed,FAKE
I Switched From An Indian School To An American School For 6 Years—Here Are 13 Things That Gave Me A Major Culture Shock,https://www.buzzfeed.com/tanishtha_kotian/14-culture-shocks-as-an-indian-in-american-school,,BuzzFeed,FAKE
"Iranians form human chains at bridges and power plants
Tehran had urged people to gather outside potential US and Israeli targets after Donald Trump threatened to attack civilian infrastructure.
10 hrs ago
World",https://www.bbc.com/news/videos/c4g5j33p6vno,,BBC,REAL
US-Israel-Iran War LIVE,https://www.ndtv.com/world-news/us-israel-iran-war-live-updates-us-iran-ceasefire-missile-strikes-middle-east-crisis-conflict-live-news-iran-drone-attack-trump-ceasefire-strait-of-ho-11325915,,NDTV,REAL
21 Beauty Products BuzzFeed India Readers Loved Buying In 2021,https://www.buzzfeed.com/shivaniagrawal/beauty-products-buzzfeed-india-readers-loved-in-2021?origin=hshp,,BuzzFeed,FAKE
AI Vs Local | Mumbai Matcha Drinks,https://www.buzzfeed.com/watch/video/243657,,BuzzFeed,FAKE
A whole boss fight in 256 bytes,https://hellmood.111mb.de//A_whole_boss_fight_in_256_bytes.html,,HackerNews,REAL
"If You're A K-Beauty Enthusiast, You'll Definitely Be Able To Name These Makeup Brands From A Single Image",https://www.buzzfeed.com/arsheenkaur44/only-a-true-korean-makeup-fan-can-guess-these-brands-from,,BuzzFeed,FAKE
"Watch: Artemis II's historic lunar flyby... in 90 seconds
The four astronauts in the Orion spacecraft set a new record for distance travelled from Earth.
19 hrs ago
US & Canada",https://www.bbc.com/news/videos/c3exp80x7vqo,,BBC,REAL
"Social Media Has Completely Transformed How We Consume, And It's Not Just About Matcha Getting Sold Out",https://www.buzzfeed.com/tanishtha_kotian/has-global-consumerism-led-to-shortages-of-ingredients,,BuzzFeed,FAKE
"Why the Strait of Hormuz matters so much in the Iran war
Tehran says it has agreed to open the Strait of Hormuz for two weeks ""if attacks against Iran are halted"".",https://www.bbc.com/news/articles/c78n6p09pzno,"Iran and the US have agreed to a ceasefire on the condition that ""safe passage"" through the Strait of Hormuz is guaranteed. Tehran had effectively blocked the waterway, one of the world's busiest oil shipping channels, since the US and Israel attacked the country on 28 February. About 20% of the world's oil and liquefied natural gas (LNG) usually passes through the strait and hostilities had sent global fuel prices soaring. Oil prices plunged by around 15% shortly after the announcement of the ceasefire. Bounded to the north by Iran and to the south by Oman and the United Arab Emirates (UAE), the corridor - only about 50km (31 miles) wide at its entrance and exit, and about 33km wide at its narrowest point - connects the Gulf with the Arabian Sea. The strait is deep enough for the world's biggest crude oil tankers, and is used by major Middle Eastern oil and LNG producers, as well as their customers. In 2025, about 20 million barrels of oil and oil products passed through the Strait of Hormuz per day, according to estimates from the US Energy Information Administration (EIA). That is nearly $600bn (£447bn) worth of energy trade per year. The oil comes not only from Iran but other Gulf states such as Iraq, Kuwait, Qatar, Saudi Arabia and the UAE. About 20% of global LNG is also shipped through the strait, mostly from Qatar. In 2024, it exported about 9.3 billion cubic feet per day (Bcf/d) of LNG through the strait, and the UAE about 0.7 Bcf/d, according to the US government. LNG is gas turned into liquid, which takes up 600 times less space for transport, which is then turned back into gas at its destination to be used for heating, cooking and power. Hormuz is also a crucial route for exports of fertiliser from the Middle East, where natural gas is used heavily in the production process. About one-third of the world's fertiliser trade normally passes through the strait. The strait is also a vital channel for imports to the Middle East, including food, medicines and technological supplies. About 3,000 ships usually sail through the strait each month but this dramatically decreased during recent hostilities, with Iran threatening to attack tankers and other ships. United Nations rules allow countries to exercise control of territorial seas up to 12 nautical miles (13.8 miles) from their coastline. At the narrowest point, the Strait of Hormuz and its shipping lanes lie entirely within Iran and Oman's territorial waters. Iranian drones, missiles, fast attack boats and potentially mines presented a serious challenge to boats seeking to travel through the waterway. As of 2 April, non-profit United Against Nuclear Iran said at least 24 commercial vessels had been hit, plus three near misses. ""You can be attacked, and you can't get insurance or it is extremely expensive,"" Arne Lohmann Rasmussen, chief analyst at Global Risk Management, a provider of energy market insights, told CBS News, the BBC's US partner, during the instability. Gulf countries, including Iran, rely heavily on energy exports for their income. Disruption in the strait has also hit Asia hard, with China alone estimated to buy around 90% of the oil that Iran exports to the global market. In Asia, the fuel crisis continues to impact daily life. Governments have ordered employees to work from home, cut the working week, declared national holidays and closed universities early in order to conserve their supplies. In Africa, South Sudan and Mauritius both announced measures restricting electricity consumption. In Europe, Slovenia became the first EU member state to implement fuel rationing. The US has not deployed any warships to the strait, confining its military response to air attacks on Iran, including its navy. On 18 March, for instance, the US military reported bombing Iranian anti-ship cruise missile sites along the strait. Trump previously called for other countries, including both US allies and China, to help secure Hormuz by sending warships, but his request was met with little enthusiasm. He then said the US did not actually need their help. The US has previously used its military might to re-establish the flow of maritime traffic through the strait. In the late 1980s, during the eight-year Iran-Iraq war, strikes on oil facilities escalated into a ""tanker war"" that saw both countries attacking neutral ships to exert economic pressure. Kuwaiti tankers carrying Iraqi oil were especially vulnerable. Eventually, American warships began escorting them through the Gulf in what became one of the largest naval surface warfare operations since World War Two, according to the US Naval Institute. In a message posted by its mission to the United Nations on 24 March, Iran said it would allow ""non-hostile vessels"" to pass through the Strait of Hormuz, provided they coordinate with ""the competent Iranian authorities"". About 100 ships passed through the Strait of Hormuz between 1 March and 20 March, BBC Verify analysis showed earlier this month. On 3 April, a French container ship, three Oman-linked tankers and a Japanese gas carrier crossed the strait. The French ship belonged to maritime transport group CMA CGM and was reportedly the first Western vessel to pass through the strait. Daily traffic was down about 95% since the Iran war began on 28 February, according to the BBC Verify analysis. About a third of the recent crossings were made by ships with connections to Iran. Between 1 and 15 March, a total of 11 China-linked vessels transited through the strait, the US business news site CNBC reported on 18 March. On 31 March, Beijing expressed ""gratitude"" after three of its ships passed through the strait, including two container ships on Monday belonging to state-owned shipping giant Cosco. At least eight Indian-flagged LPG carriers have traversed the Strait of Hormuz. The persistent threat of closure has, over the years, prompted oil-exporting countries in the Gulf region to develop overland routes. Saudi Arabia operates the 1,200km-long East–West Crude Oil Pipeline, capable of transporting up to five million barrels of crude oil per day, according to the US government. In the past, it has also temporarily repurposed a natural gas pipeline to carry crude oil. The UAE has connected its inland oilfields to the port of Fujairah on the Gulf of Oman via a pipeline with a daily capacity of at least 1.5 million barrels. Oil could be diverted along the alternate infrastructure to bypass Hormuz but Reuters reports that would lead to a drop in supply of 8-10 million barrels per day. In addition, oil loading at Fujairah has been disrupted by drone attacks.",BBC,REAL
"Top Australian soldier charged with war crimes to remain in jail after bail hearing
Ben Roberts-Smith faces five charges of the war crime of murder, which has a penalty of life in prison.
3 hrs ago
World",https://www.bbc.com/news/articles/c1l9qemvgppo,"Ben Roberts-Smith - Australia's most-decorated living soldier - will remain behind bars after his lawyers did not seek bail over charges of alleged war crimes in Afghanistan. Roberts-Smith, 47, was arrested at Sydney Airport on Tuesday and charged with five counts of the war crime of murder before being transferred to a police cell. On Wednesday, lawyers for the Victoria Cross recipient did not immediately apply for bail. Roberts-Smith denies all wrongdoing, calling the claims ""egregious"" and ""spiteful"". The criminal case comes after a defamation judgement in 2023 found the former corporal in Australia's Special Air Service Regiment (SAS) killed several unarmed Afghans between 2009 and 2012. The years-long defamation proceedings - initiated by Roberts-Smith - marked the first time in history that any court had examined claims of war crimes by Australian forces. Roberts-Smith's lawyers argued that the alleged killings were either legal, as they took place during combat, or did not happen at all. Defamation cases are typically dealt with in the civil court system which requires a lower burden of proof. The judge in the defamation case found that, on the balance of probabilities, there was substantial truth to allegations of war crimes by Roberts-Smith, who received Australia's highest military honour for bravery in 2011. In the criminal case, Roberts-Smith faces one charge of the war crime of murder, one of jointly commissioning a murder, and three of aiding, abetting, counselling or procuring a murder. The maximum penalty for the charges is life in prison. Earlier, the Australian Federal Police (AFP) confirmed the case had involved a complex and thorough investigation. ""It will be alleged the victims were shot by the accused or shot by subordinate members of the ADF [Australian Defence Force] in the presence of, and acting on the orders of, the accused,"" AFP Commissioner Krissy Barrett said on Tuesday. She added that the allegations of misconduct were confined to a ""very small section"" of the ADF and that the majority of the country's armed forces ""do our country proud"". On Wednesday, a local court judge in Sydney who heard the matter set the next court date for 4 June, ordering Roberts-Smith to be present at that hearing via a video link. Roberts-Smith's lawyers said they intended to request an earlier date.",BBC,REAL
Who *Had* The Best Zepto Cafe Order?,https://www.buzzfeed.com/watch/video/242768,,BuzzFeed,FAKE
Stephen Colbert’s Late Show Is Getting Canceled And These 11 Hilarious Moments Prove Why I'll Miss It,https://www.buzzfeed.com/arsheenkaur44/stephen-colberts-late-show-is-getting-canceled-and-these-11,,BuzzFeed,FAKE
French couple leave Iran after more than three years in jail,https://www.bbc.com/news/articles/clyxk5640wko,"A French couple who spent more than three years in an Iranian prison on espionage charges are on their way home, French President Emmanuel Macron says. Cecile Kohler, 41, and Jacques Paris, 72, were arrested during a tourist trip in May 2022 on spying charges that France said were baseless, and held in Tehran's notorious Evin prison. They were freed in November and had been under house arrest at the French embassy in the Iranian capital, Tehran, ever since. ""This is a relief for all of us and obviously for their families,"" Macron posted on X on Tuesday. He also thanked Oman ""for their mediation efforts"". A French foreign ministry source told the AFP news agency that the couple left Iran at dawn Tuesday in a diplomatic convoy with the French ambassador and had travelled to neighbouring Azerbaijan. France's foreign minister, Jean-Noel Barrot, has not given details of couple's movements but said they were ""free at last"" and that he had spoken to them by phone. ""They told me of their emotion and joy at soon being reunited with their country and their loved ones,"" he wrote on X. Paris's daughter, Anne-Laure Paris, told AFP: ""We are waiting for their return to France so we can give them a big hug."" In October, an Iranian court sentenced Paris to 17 years and Kohler 20 years for allegedly spying for France and Israel. They were released after Iranian Foreign Minister Abbas Araghchi said a deal to exchange French detainees for an Iranian woman, Mahdieh Esfandiari, was nearly complete. Iran said at the time that Kohler and Paris could be released as part of that agreement, but the French government did not confirm the existence of such an arrangement. Esfandiari was convicted in February for glorifying terrorism in social media posts. The Iranian authorities repeatedly said had been held unjustly since her arrest in France in February 2025. Esfandiari's lawyer told AFP on Tuesday that her client's house arrest in France had ended as a result of Kohler and Paris being allowed to leave Iran. The Iranian state news agency IRNA reported that the release of Kohler and Paris was part of an agreement between France and Iran, which also included the full release of Esfandiari. The French government has not commented on what was agreed but Barrot spoke of the ""long-term work"" that foreign ministry teams carried out to ""achieve this result"". ""We are grateful to our ambassador and staff in Tehran who, under extremely difficult conditions, ensured the safety of our citizens and their safe departure from Iran,"" he added. The release of the French detainees comes during the ongoing war in the Middle East, which began in late February when the US and Israel launched wide-ranging strikes on Iran. Tehran has responded by launching attacks on Israel and US-allied states in the Gulf. The fighting escalated quickly, spreading to Lebanon, with casualties and damage mounting on all sides. France and other European countries have supported some US operations in the region, but have so far resisted getting dragged into the conflict.",BBC,REAL
"India's high-growth economy gets a Middle East oil shock
India's currency, stocks and growth projections take a beating as the country faces a triple energy shock due to Iran war.
1 day ago
World",https://www.bbc.com/news/articles/cn43wllgn4vo,"It wasn't too long ago that India's central bank, the Reserve Bank of India (RBI), described the country's high growth-low inflation environment as a ""Goldilocks"" moment. But that optimism has proved ephemeral as the ongoing war in the Middle East and the accompanying disruption to oil markets gives its world-beating growth story an unexpected jolt. The impact is most starkly visible on the Indian currency, which has hit record lows and is down nearly 10% against the US dollar in the last year. There's been some relief in the rupee's slide after the central bank intervened to curb speculation, but that is likely to be temporary. Many experts are pencilling in sharper declines ahead, depending on how long the conflict lasts. In a worst-case scenario where the war persists for much of 2026, the repercussions could be ""catastrophic"" for the rupee, which could plunge beyond 110 to the dollar, according to Bernstein, a global equity research firm. But even if it ends much quicker, there's further pain ahead. Persistent weakness in the currency can negatively impact everything, feeding into higher prices for consumers, lower corporate margins, bigger government deficits and thinner capital flows into the stock market. India's benchmark equity indices are down some 12% already since the beginning of the year amid an outflow of foreign money, eroding the wealth effect - the behavioural tendency to spend more with a rise in the value of assets - that was prodding the rich to keep the consumption engine running. The global tensions have also begun to negatively weigh on the country's inflation and growth outlook. Higher import and logistics costs and a possible decline in remittances from the 10 million Indians who live in the Gulf could end up having a ""significant"" impact on some of these metrics, India's finance ministry said in its latest monthly review. It added that the recent shocks are being transmitted through ""supply constraints, and pressures across sectors, with early indications of some moderation in economic activity"". Gross domestic product (GDP) was previously forecast to expand at 7% levels in financial year 2026-27. But the crisis in the Gulf could shave off growth by as much as 1%, as per various brokerages. Given that this comes in the backdrop of recent downgrades to India's GDP (following changes to the statistical base year), India's ambitions to cross Japan to become the world's fourth largest economy will most certainly be further pushed back. As for inflation, food costs have begun to spike but the conflict has not driven up prices at the pumps so far, with the government absorbing the price shock. India has cut excise duties on petrol and diesel to protect consumers ahead of key state elections, and also imposed windfall taxes on exports. The energy shock, however, is multifaceted. India is the world's third-largest importer of crude, but 60% of its natural gas and over 90% of LPG imports (it is the world's second largest consumer) also originate from the region, which makes this crisis potentially severe for Delhi. A quarter of its fertiliser imports are also from Middle Eastern countries and supply disruptions could pose problems for its vast agrarian economy, particularly in the upcoming sowing season amid the rising probability of the El Niño weather phenomenon, Care Edge Ratings said in a note. ""The bigger concern for India's economy is outright shortage,"" say Shilan Shah and Mark Williams of Capital Economics. ""[They] have already triggered partial or full closures of restaurants and hotels and are reportedly also hitting food processing factories, the ceramics industry and even funeral services."" The result could be a ""stagflationary shock of pretty large magnitude"" - where inflation goes up and growth stagnates, Arvind Subramanian, India's former chief economic adviser, told India Today TV channel. ""The stag part of the stagflation is already being felt in terms of restaurants closing down and households having less natural gas,"" Subramanian said. There are also early signs of something worse. In scenes strikingly reminiscent of Covid-era lockdowns, the LPG supply hit seems to be prodding a return of some migrant workers from big cities such as Mumbai. Economists worry it could trigger supply-side problems for the economy if labour starts becoming unavailable and wages begin to rise. The government has responded to the crisis by proposing a $6.2bn ""economic stabilisation fund"" and sought approvals for additional spending on food and fertiliser subsidies. This comes at a cost - the resources have been freed by rationalising expenditure, potentially to allocations for roads and railways infrastructure, and yet the funds are ""modest relative to the scale of the challenge"", according to Bernstein. Given the uncertainty around when the conflict will end and hence the scale of its impact, the central bank is likely to keep interest rates steady when it announces its decision later this week. ""The 'wait and watch' strategy will enable the RBI to preserve flexibility to gauge the emerging risks to growth and inflation dynamics and take a calibrated call on future rate actions,"" Care Edge Ratings said. Amid the challenges, there is hope for optimism. A lower rupee could well help bump up India's exports competitiveness and in comparison to past crises, Delhi's comfortable forex cover gives it adequate cushion to tide over the crisis, experts say. But just like Trump's tariffs prodded the government to undertake trade reform, this is a wake-up call, says Subramanian, for India to build an immediate-to-long-term strategy for its energy sector vulnerabilities. That includes expanding stockpiles, diversifying reserves and, in the longer run, a quicker transition to renewables. Follow BBC News India on Instagram, YouTube, X and Facebook.",BBC,REAL
7 Fabulous LGBTQ+ Owned Restaurants In India That Deserve All Your Money Right Now,https://www.buzzfeed.com/tanishtha_kotian/7-lgbtq-owned-and-supported-restaurants-across-india,,BuzzFeed,FAKE
"Your ""Criminal Minds"" Episode Choices Will Reveal Which BAU Agent Would Be Your Perfect Partner",https://www.buzzfeed.com/tanishtha_kotian/pick-your-favorite-criminal-minds-episode-from-each-season,,BuzzFeed,FAKE
Survive The Apocalypse And We’ll Reveal Exactly How Your Friend Group Will Betray You,https://www.buzzfeed.com/arsheenkaur44/survive-the-apocalypse-and-well-reveal-exactly-how-your,,BuzzFeed,FAKE
"6
Trump threatens to take out Iran in 'one night' if no deal before deadline",https://www.bbc.com/news/articles/cqj8ep9w1pno,"US President Donald Trump has threatened to take out Iran ""in one night"" if it fails to make a deal before the deadline he set for Tehran to reopen the Strait of Hormuz, a critical global supply route. Trump's deadline for an ""acceptable"" deal - one that includes the free flow of energy through the Gulf - is set for 20:00 Washington DC time on Tuesday (00:00 GMT on Wednesday). Trump said at a White House news conference that he believed ""reasonable"" leaders in Iran were negotiating in ""good faith"", but the outcome remained uncertain. Iran has rejected proposals for a temporary ceasefire, instead calling for a permanent end to the conflict and the lifting of sanctions. Trump's news conference - alongside Gen Dan Caine, the chairman of the Joint Chiefs of Staff, and Defence Secretary Pete Hegseth - comes days after US forces successfully recovered two crew members of an F-15 fighter jet that was downed in southern Iran. Although much of Trump's remarks highlighted what the president described as the ""heroic"" rescue of the crew, Trump once again repeated his warning that the US could launch attacks on Iran's energy and transportation infrastructure if the Strait of Hormuz were not reopened by Tuesday's deadline. ""The entire country can be taken out in one night – and that night might be tomorrow night,"" he said on Monday. Once the deadline passes, Trump added, Iran would be sent back to the ""Stone Ages"". ""They're going to have no bridges,"" he said. ""They're going to have no power plants."" Despite Iran's earlier rejection of US demands, Trump continued to express optimism that Iran was negotiating in good faith after successive layers of Iranian leadership were killed in US and Israeli strikes. ""We're going to find out,"" he said. Meaningful progress in any negotiation is unlikely to take place without a ceasefire first, according to a regional official familiar with the discussions. The official - who asked to remain anonymous due to the sensitivity of talks - said that talks were complicated because of difficulties in getting messages to and from Iranian officials amid an ongoing communications blackout. ""To convey messages to Iran, getting a response in a reasonable time is not possible,"" the official said. ""The average time of response has been a day or so."" Pakistan, Turkey and Egypt have all been involved in efforts to mediate. Trump provided few other details as to the administration's plans going forward, saying only that he had ""the best plan"" but that he would not divulge it to the media. Legal experts have warned that deliberate, sustained assaults on Iranian infrastructure could constitute a war crime. ""Obliterating all power plants, threatening coercive actions against the civilian population to try to bring a government to the negotiating table - those kinds of things are all flatly illegal,"" Tess Bridgeman, former Obama-era National Security Council legal adviser, told CBS, the BBC's US partner. Earlier in the day, Trump said he was not ""worried"" about that possibility, and in the news conference insisted that Iran's population would be ""willing to suffer to have freedom"" - even if toppling Iran's government was not his intention. The president also renewed his criticism of key US allies - including the UK, Nato and South Korea - that he said had failed to come to the help of the US during the conflict. ""That's a mark on Nato that will never disappear,"" he said, adding that the US did not ""need"" the UK. US forces have conducted over 13,000 strikes across Iran since the war began, according to an update from the US military's Central Command on Monday.",BBC,REAL
21 Gadgets That BuzzFeed India Readers Could Not Get Enough Of In 2021,https://www.buzzfeed.com/shivaniagrawal/best-selling-electronic-gadgets-2021?origin=hshp,,BuzzFeed,FAKE
Who Has The Best Chaayos Order?,https://www.buzzfeed.com/watch/video/242767,,BuzzFeed,FAKE
